"post_id","tieu_de_bai_viet","link_bai_viet","noi_dung_comment"
"DZ9JbYLGXYD","Tôi muốn tìm một ngôi chùa còn giữ được cốt lõi của đạo Phật từ ban đầu để tu tập Translate Top View activityView activity","https://www.threads.com/@phucanchi/post/DZ9JbYLGXYD","Tu ở Chùa giống như trình độ thạc sĩ tiến sĩ Tu tại gia giống như cấp 3 thôi"
"DZ9JbYLGXYD","Tôi muốn tìm một ngôi chùa còn giữ được cốt lõi của đạo Phật từ ban đầu để tu tập Translate Top View activityView activity","https://www.threads.com/@phucanchi/post/DZ9JbYLGXYD","Học Tam Tạng Nikaya nha bạn, dù bất cứ nơi đâu cũng phải tìm Nikaya đọc"
"DZ9JbYLGXYD","Tôi muốn tìm một ngôi chùa còn giữ được cốt lõi của đạo Phật từ ban đầu để tu tập Translate Top View activityView activity","https://www.threads.com/@phucanchi/post/DZ9JbYLGXYD","vậy chắc bạn phải sang Nepal , chứ đạo phật trải qua hàng ngàn năm và qua mỗi vùng mỗi lhu vực lại có những biến thể khác nhau"
"DZ9JbYLGXYD","Tôi muốn tìm một ngôi chùa còn giữ được cốt lõi của đạo Phật từ ban đầu để tu tập Translate Top View activityView activity","https://www.threads.com/@phucanchi/post/DZ9JbYLGXYD","An Lạc ở 1000 Phạm Văn Đồng nha b"
"DZ9JbYLGXYD","Tôi muốn tìm một ngôi chùa còn giữ được cốt lõi của đạo Phật từ ban đầu để tu tập Translate Top View activityView activity","https://www.threads.com/@phucanchi/post/DZ9JbYLGXYD","Chơn như là cái động quỷ mà chỉ ng ta chi vậy"
"DZ9JbYLGXYD","Tôi muốn tìm một ngôi chùa còn giữ được cốt lõi của đạo Phật từ ban đầu để tu tập Translate Top View activityView activity","https://www.threads.com/@phucanchi/post/DZ9JbYLGXYD","Thế thì tu khó lắm"
"DZ9NUtRAWWe","thực sự ở nam định này rất cô đơn roi Translate Top View activityView activity","https://www.threads.com/@duongduc2851/post/DZ9NUtRAWWe","Profile"
"DZ9NUtRAWWe","thực sự ở nam định này rất cô đơn roi Translate Top View activityView activity","https://www.threads.com/@duongduc2851/post/DZ9NUtRAWWe","Tôi ở biển nam định đây chán quá toàn ra biển ngắm"
"DZ9NUtRAWWe","thực sự ở nam định này rất cô đơn roi Translate Top View activityView activity","https://www.threads.com/@duongduc2851/post/DZ9NUtRAWWe","· cho ngắm vs"
"DZ9NUtRAWWe","thực sự ở nam định này rất cô đơn roi Translate Top View activityView activity","https://www.threads.com/@duongduc2851/post/DZ9NUtRAWWe","Ra ngắm nhắn t kkk"
"DZ9NUtRAWWe","thực sự ở nam định này rất cô đơn roi Translate Top View activityView activity","https://www.threads.com/@duongduc2851/post/DZ9NUtRAWWe","· oke"
"DZ9NUtRAWWe","thực sự ở nam định này rất cô đơn roi Translate Top View activityView activity","https://www.threads.com/@duongduc2851/post/DZ9NUtRAWWe","muốn có ni, muốn đi chơi nhưng nđ quá chán =)))"
"DZ9NUtRAWWe","thực sự ở nam định này rất cô đơn roi Translate Top View activityView activity","https://www.threads.com/@duongduc2851/post/DZ9NUtRAWWe","Dsi chs k"
"DZ9NUtRAWWe","thực sự ở nam định này rất cô đơn roi Translate Top View activityView activity","https://www.threads.com/@duongduc2851/post/DZ9NUtRAWWe","chán thật"
"DZ9NUtRAWWe","thực sự ở nam định này rất cô đơn roi Translate Top View activityView activity","https://www.threads.com/@duongduc2851/post/DZ9NUtRAWWe","· tối lượn lờ"
"DZ9RsaWHY-n","""không dám chết"" ""không thể chết"" ""không được phép chết"" khác với ""muốn sống"" Translate 21.2K 4.4K Top View activityView activity","https://www.threads.com/@loveisntformew/post/DZ9RsaWHY-n","Profile"
"DZ9RsaWHY-n","""không dám chết"" ""không thể chết"" ""không được phép chết"" khác với ""muốn sống"" Translate 21.2K 4.4K Top View activityView activity","https://www.threads.com/@loveisntformew/post/DZ9RsaWHY-n","Không sợ chết. Nhưng có một lần mình hỏi mẹ "" Nếu con chết thì sao"". Thì mẹ mình mới nhìn tao rồi trả lời ""Chắc mẹ sẽ đau đớn đến cuối đời mất"". Khoảng khắc đó mình thực sự sợ, sợ rằng nếu chết, thì những người yêu thương mình sẽ đau đớn lắm. Lên sống tiếp vậy"
"DZ9RsaWHY-n","""không dám chết"" ""không thể chết"" ""không được phép chết"" khác với ""muốn sống"" Translate 21.2K 4.4K Top View activityView activity","https://www.threads.com/@loveisntformew/post/DZ9RsaWHY-n","Có 1 câu này t luôn giữ “muốn nhẹ lòng ra đi phải cáng đáng được sức nặng của những thứ mình sẽ bỏ lại.”"
"DZ9RsaWHY-n","""không dám chết"" ""không thể chết"" ""không được phép chết"" khác với ""muốn sống"" Translate 21.2K 4.4K Top View activityView activity","https://www.threads.com/@loveisntformew/post/DZ9RsaWHY-n","3 cái kia giống bị ép ph sống nhỉ"
"DZ9RsaWHY-n","""không dám chết"" ""không thể chết"" ""không được phép chết"" khác với ""muốn sống"" Translate 21.2K 4.4K Top View activityView activity","https://www.threads.com/@loveisntformew/post/DZ9RsaWHY-n","Giống mà"
"DZ9RsaWHY-n","""không dám chết"" ""không thể chết"" ""không được phép chết"" khác với ""muốn sống"" Translate 21.2K 4.4K Top View activityView activity","https://www.threads.com/@loveisntformew/post/DZ9RsaWHY-n","Một cái có sự lựa chọn và một cái không"
"DZ9RsaWHY-n","""không dám chết"" ""không thể chết"" ""không được phép chết"" khác với ""muốn sống"" Translate 21.2K 4.4K Top View activityView activity","https://www.threads.com/@loveisntformew/post/DZ9RsaWHY-n","Muốn sống là chủ động Muốn chết nhưng không có quyền chết là bị động, khác nhau mà"
"DZ9RsaWHY-n","""không dám chết"" ""không thể chết"" ""không được phép chết"" khác với ""muốn sống"" Translate 21.2K 4.4K Top View activityView activity","https://www.threads.com/@loveisntformew/post/DZ9RsaWHY-n","Aaaaaaa trước kia mình thuộc trường hợp 1 nhưng sau khi gặp ny hiện tại thì mình lại muốn sống rồi =)))"
"DZ9RsaWHY-n","""không dám chết"" ""không thể chết"" ""không được phép chết"" khác với ""muốn sống"" Translate 21.2K 4.4K Top View activityView activity","https://www.threads.com/@loveisntformew/post/DZ9RsaWHY-n","“Tôi không muốn chết nhưng tôi cũng không muốn sống như thế này”"
"DZ9RsaWHY-n","""không dám chết"" ""không thể chết"" ""không được phép chết"" khác với ""muốn sống"" Translate 21.2K 4.4K Top View activityView activity","https://www.threads.com/@loveisntformew/post/DZ9RsaWHY-n","Không dám đăng lại là dấu hiệu của 3 cái đầu tiên :0"
"DZ9eykkGM9L","Mình ở Hà Nội, muốn đi Nam Du, có bạn nào có kinh nghiệm hoặc có tour hướng dẫn mình với ạ Translate Top View activityView activity","https://www.threads.com/@thuhuong871218/post/DZ9eykkGM9L","Profile"
"DZ9eykkGM9L","Mình ở Hà Nội, muốn đi Nam Du, có bạn nào có kinh nghiệm hoặc có tour hướng dẫn mình với ạ Translate Top View activityView activity","https://www.threads.com/@thuhuong871218/post/DZ9eykkGM9L","T đi cũng hơi lâu rồi nhưng bạn cứ tham khảo và tìm hiểu thêm xem giờ có phương án đi lại nhanh hơn ko nhé. Hồi t đi là HN vào SG, ra bến xe miền Tây đi xe về Rạch Giá, từ bến tàu Rạch Giá đi tàu cao tốc ra đảo: samsamdidau.blogspot.com/2018… samsamdidau.blogspot.com An Giang xanh lá, Kiên Giang xanh lam (Phần 2)"
"DZ9eykkGM9L","Mình ở Hà Nội, muốn đi Nam Du, có bạn nào có kinh nghiệm hoặc có tour hướng dẫn mình với ạ Translate Top View activityView activity","https://www.threads.com/@thuhuong871218/post/DZ9eykkGM9L","Ghé sốp wax mặc đồ cho xinh nha bà"
"DZAt1cnjyph","Hello cộng đồng tính nử Translate 1/2 Top View activityView activity","https://www.threads.com/@ha.mintj/post/DZAt1cnjyph","Profile"
"DZAt1cnjyph","Hello cộng đồng tính nử Translate 1/2 Top View activityView activity","https://www.threads.com/@ha.mintj/post/DZAt1cnjyph","Chúc mừng tháng tự hào🏳️‍🌈✌️"
"DZAt1cnjyph","Hello cộng đồng tính nử Translate 1/2 Top View activityView activity","https://www.threads.com/@ha.mintj/post/DZAt1cnjyph","👋👋🏳️‍🌈🏳️‍🌈"
"DZAt1cnjyph","Hello cộng đồng tính nử Translate 1/2 Top View activityView activity","https://www.threads.com/@ha.mintj/post/DZAt1cnjyph","· Hello"
"DZAt1cnjyph","Hello cộng đồng tính nử Translate 1/2 Top View activityView activity","https://www.threads.com/@ha.mintj/post/DZAt1cnjyph","hello hà👋"
"DZAt1cnjyph","Hello cộng đồng tính nử Translate 1/2 Top View activityView activity","https://www.threads.com/@ha.mintj/post/DZAt1cnjyph","· Hi"
"DZAt1cnjyph","Hello cộng đồng tính nử Translate 1/2 Top View activityView activity","https://www.threads.com/@ha.mintj/post/DZAt1cnjyph","Helo bn"
"DZAt1cnjyph","Hello cộng đồng tính nử Translate 1/2 Top View activityView activity","https://www.threads.com/@ha.mintj/post/DZAt1cnjyph","hi"
"DZAt1cnjyph","Hello cộng đồng tính nử Translate 1/2 Top View activityView activity","https://www.threads.com/@ha.mintj/post/DZAt1cnjyph","🏳️‍🌈❤"
"DZAt1cnjyph","Hello cộng đồng tính nử Translate 1/2 Top View activityView activity","https://www.threads.com/@ha.mintj/post/DZAt1cnjyph","saranghae"
"DZDJGE-GFD-","Đạo Công Giáo Mình có thắc mắc về đạo Công giáo khi kết hôn, trước giờ mình toàn nghe phía người vợ kêu chồng theo đạo Công giáo rồi học giáo lý này kia rồi mớ…","https://www.threads.com/@khitinhyeudulon/post/DZDJGE-GFD-","Profile"
"DZDJGE-GFD-","Đạo Công Giáo Mình có thắc mắc về đạo Công giáo khi kết hôn, trước giờ mình toàn nghe phía người vợ kêu chồng theo đạo Công giáo rồi học giáo lý này kia rồi mớ…","https://www.threads.com/@khitinhyeudulon/post/DZDJGE-GFD-","Có Cha mình đây, cha mình có đạo nhưng mẹ thì không, nhưng sau thì Mẹ mình theo. Mình siêu tự hào về Cha và Mẹ. Cha mình là người rất có trách nhiệm, dù sau đó gia đình mình có biến cố thì Cha và Mẹ vẫn chọn cách đồng hành cùng nhau để vượt qua. Nhiều lúc nghĩ lại nếu năm đó chọn cách khác thì chị em mình đã không có gia đình trọn vẹn."
"DZDJGE-GFD-","Đạo Công Giáo Mình có thắc mắc về đạo Công giáo khi kết hôn, trước giờ mình toàn nghe phía người vợ kêu chồng theo đạo Công giáo rồi học giáo lý này kia rồi mớ…","https://www.threads.com/@khitinhyeudulon/post/DZDJGE-GFD-","Luật không buộc theo Đạo ạ. Thông thường là sức ép từ gia đình thôi. Đám cưới giữa 1 bên có Đạo và 1 bên không thì sẽ phải xin phép Chuẩn từ Đức Giám mục, đơn giản lắm, và vẫn tổ chức trong nhà thờ bình thường ạ."
"DZDJGE-GFD-","Đạo Công Giáo Mình có thắc mắc về đạo Công giáo khi kết hôn, trước giờ mình toàn nghe phía người vợ kêu chồng theo đạo Công giáo rồi học giáo lý này kia rồi mớ…","https://www.threads.com/@khitinhyeudulon/post/DZDJGE-GFD-","Làm ếu gì có, nam lấy gái cg mà ko chịu theo - hoặc cho con theo thì sẽ bị cg bảo ko đủ yêu thương nhường nhịn chia sẽ với vợ về đời sống đức tin …, còn nam cg cưới ngoại đạo sẽ ép theo với câu “ thuyền theo lái, gái theo chồng” nhé ."
"DZDJGE-GFD-","Đạo Công Giáo Mình có thắc mắc về đạo Công giáo khi kết hôn, trước giờ mình toàn nghe phía người vợ kêu chồng theo đạo Công giáo rồi học giáo lý này kia rồi mớ…","https://www.threads.com/@khitinhyeudulon/post/DZDJGE-GFD-","Chủân bạn, chỗ mình chồng lương lấy vợ đạo, núc đẻ con vẫn phải đi rửa tội, trong khi đứa bé mơí đẻ ra đã có tội gì, xong đến núc xây nhà, gia đình bên vợ còn khuyên đặt ban thờ chúa cộng thánh giá khi lên nhà mới, thật là khó chấp nhận"
"DZDJGE-GFD-","Đạo Công Giáo Mình có thắc mắc về đạo Công giáo khi kết hôn, trước giờ mình toàn nghe phía người vợ kêu chồng theo đạo Công giáo rồi học giáo lý này kia rồi mớ…","https://www.threads.com/@khitinhyeudulon/post/DZDJGE-GFD-","Tuỳ ạ muốn theo thì theo không vẫn cưới được ạ"
"DZDJGE-GFD-","Đạo Công Giáo Mình có thắc mắc về đạo Công giáo khi kết hôn, trước giờ mình toàn nghe phía người vợ kêu chồng theo đạo Công giáo rồi học giáo lý này kia rồi mớ…","https://www.threads.com/@khitinhyeudulon/post/DZDJGE-GFD-","Đừng tin 😂😂😂 ko đơn giản vậy đâu"
"DZDJGE-GFD-","Đạo Công Giáo Mình có thắc mắc về đạo Công giáo khi kết hôn, trước giờ mình toàn nghe phía người vợ kêu chồng theo đạo Công giáo rồi học giáo lý này kia rồi mớ…","https://www.threads.com/@khitinhyeudulon/post/DZDJGE-GFD-","Lý thuyết nó thế, chứ thực tế là do sức ép gia đình á nên kiểu gì cũng phải học, tui cũng dính , phải học mới cho cưới"
"DZDJGE-GFD-","Đạo Công Giáo Mình có thắc mắc về đạo Công giáo khi kết hôn, trước giờ mình toàn nghe phía người vợ kêu chồng theo đạo Công giáo rồi học giáo lý này kia rồi mớ…","https://www.threads.com/@khitinhyeudulon/post/DZDJGE-GFD-","Combo kí cam kết cho con theo đạo đúng k 😆"
"DZDJGE-GFD-","Đạo Công Giáo Mình có thắc mắc về đạo Công giáo khi kết hôn, trước giờ mình toàn nghe phía người vợ kêu chồng theo đạo Công giáo rồi học giáo lý này kia rồi mớ…","https://www.threads.com/@khitinhyeudulon/post/DZDJGE-GFD-","Kí vậy thôi mình vẫn cho con rửa tội còn lớn con muốn theo hay kh cũng được chả ép"
"DZEmfOXAb8f","du lịch Bắc Kinh Mình có plan đi Bắc Kinh mùa thu ngắm lá vàng.","https://www.threads.com/@entikio_kimori/post/DZEmfOXAb8f","Profile"
"DZEmfOXAb8f","du lịch Bắc Kinh Mình có plan đi Bắc Kinh mùa thu ngắm lá vàng.","https://www.threads.com/@entikio_kimori/post/DZEmfOXAb8f","Mọi năm mk thấy lá vàng rộ là từ 15 trở ra nha"
"DZEmfOXAb8f","du lịch Bắc Kinh Mình có plan đi Bắc Kinh mùa thu ngắm lá vàng.","https://www.threads.com/@entikio_kimori/post/DZEmfOXAb8f","· Ko phải lúc đó lá bắt đầu rụng rồi hả b?"
"DZEmfOXAb8f","du lịch Bắc Kinh Mình có plan đi Bắc Kinh mùa thu ngắm lá vàng.","https://www.threads.com/@entikio_kimori/post/DZEmfOXAb8f","Tầm đó là vàng hết"
"DZEmfOXAb8f","du lịch Bắc Kinh Mình có plan đi Bắc Kinh mùa thu ngắm lá vàng.","https://www.threads.com/@entikio_kimori/post/DZEmfOXAb8f","Tùy hướng gió ấy ạ , khoảng 3 tuần đầu tháng 11"
"DZEmfOXAb8f","du lịch Bắc Kinh Mình có plan đi Bắc Kinh mùa thu ngắm lá vàng.","https://www.threads.com/@entikio_kimori/post/DZEmfOXAb8f","Năm ngoái mình đi tầm giữa/cuối t11 thì rực rỡ lắm nha"
"DZEmfOXAb8f","du lịch Bắc Kinh Mình có plan đi Bắc Kinh mùa thu ngắm lá vàng.","https://www.threads.com/@entikio_kimori/post/DZEmfOXAb8f","· Tầm đó có sợ lá rụng rồi ko ạ?"
"DZEmfOXAb8f","du lịch Bắc Kinh Mình có plan đi Bắc Kinh mùa thu ngắm lá vàng.","https://www.threads.com/@entikio_kimori/post/DZEmfOXAb8f","Hình mình chụp bừa nè"
"DZEmfOXAb8f","du lịch Bắc Kinh Mình có plan đi Bắc Kinh mùa thu ngắm lá vàng.","https://www.threads.com/@entikio_kimori/post/DZEmfOXAb8f","· Như hình này có vẻ bắt đầu rụng rồi pko bạn?"
"DZEmfOXAb8f","du lịch Bắc Kinh Mình có plan đi Bắc Kinh mùa thu ngắm lá vàng.","https://www.threads.com/@entikio_kimori/post/DZEmfOXAb8f","Năm ngoái mình đi đầu tháng 11 nè bạn"
"DZL_gvuoCGD","Tôn trọng sở thích cá nhân của ảnh Translate 11.7K 2.7K Top View activityView activity","https://www.threads.com/@haiiwiwiwi/post/DZL_gvuoCGD","Profile"
"DZL_gvuoCGD","Tôn trọng sở thích cá nhân của ảnh Translate 11.7K 2.7K Top View activityView activity","https://www.threads.com/@haiiwiwiwi/post/DZL_gvuoCGD","Câu này là nói mỉa ấy,ai mà tin thì chết đó"
"DZL_gvuoCGD","Tôn trọng sở thích cá nhân của ảnh Translate 11.7K 2.7K Top View activityView activity","https://www.threads.com/@haiiwiwiwi/post/DZL_gvuoCGD","· chân thành đó đi được thì đi luôn khỏi về"
"DZL_gvuoCGD","Tôn trọng sở thích cá nhân của ảnh Translate 11.7K 2.7K Top View activityView activity","https://www.threads.com/@haiiwiwiwi/post/DZL_gvuoCGD","Phật sống à"
"DZL_gvuoCGD","Tôn trọng sở thích cá nhân của ảnh Translate 11.7K 2.7K Top View activityView activity","https://www.threads.com/@haiiwiwiwi/post/DZL_gvuoCGD","Sướng nhất"
"DZL_gvuoCGD","Tôn trọng sở thích cá nhân của ảnh Translate 11.7K 2.7K Top View activityView activity","https://www.threads.com/@haiiwiwiwi/post/DZL_gvuoCGD","· tâm lý nhỉ"
"DZL_gvuoCGD","Tôn trọng sở thích cá nhân của ảnh Translate 11.7K 2.7K Top View activityView activity","https://www.threads.com/@haiiwiwiwi/post/DZL_gvuoCGD","Nó đi thật lại khóc"
"DZL_gvuoCGD","Tôn trọng sở thích cá nhân của ảnh Translate 11.7K 2.7K Top View activityView activity","https://www.threads.com/@haiiwiwiwi/post/DZL_gvuoCGD","tâm lý thế nhỉ, thói đi ktv thì nên cho thành nyc đi là vừa á=))"
"DZL_gvuoCGD","Tôn trọng sở thích cá nhân của ảnh Translate 11.7K 2.7K Top View activityView activity","https://www.threads.com/@haiiwiwiwi/post/DZL_gvuoCGD","· Ui ko đâu ny mình ko đi ktv đâu mình trôn thôi huhu đừng hỉu lầm ảnh mò"
"DZL_gvuoCGD","Tôn trọng sở thích cá nhân của ảnh Translate 11.7K 2.7K Top View activityView activity","https://www.threads.com/@haiiwiwiwi/post/DZL_gvuoCGD","Kỹ thuật viên là j v á mng"
"DZNiNY2kurb","Các nước Đông Nam Á.","https://www.threads.com/@ltthao_2007/post/DZNiNY2kurb","Profile"
"DZNiNY2kurb","Các nước Đông Nam Á.","https://www.threads.com/@ltthao_2007/post/DZNiNY2kurb","Tạm thời top 3: Malay, Sing, Philip"
"DZNiNY2kurb","Các nước Đông Nam Á.","https://www.threads.com/@ltthao_2007/post/DZNiNY2kurb","Tuỳ gu á bà, Thái thì nổi tiếng làm du lịch nên ok vui vẻ đồ ăn ngon có biển có núi, Sing thì hiện đại sạch sẽ, Malaysia thì chậm chậm chill chill, muốn chơi mạo hiểm như canyoneering với thiên nhiên thì đi Cebu Philippines, bị cái Phil thì ko an toàn bằng mấy nước tui đề cập trước, nếu bà gan thì đi thoi :)). Cứ đi du lịch là đc trải nghiệm, khám phá thui, yên tâm"
"DZNiNY2kurb","Các nước Đông Nam Á.","https://www.threads.com/@ltthao_2007/post/DZNiNY2kurb","· T thấy mn chơi canyoneering mà ham kkk. Tks bà chia sẻ nhaaaa"
"DZNiNY2kurb","Các nước Đông Nam Á.","https://www.threads.com/@ltthao_2007/post/DZNiNY2kurb","Malaysia nha đi về xong nhớ quài lun. Rcm bác mà đi Kuala Lumpur xong tạt qua Penang thì rất nhìu cái hay ho luôn áa"
"DZNiNY2kurb","Các nước Đông Nam Á.","https://www.threads.com/@ltthao_2007/post/DZNiNY2kurb","· Aww tks bác nhá"
"DZNiNY2kurb","Các nước Đông Nam Á.","https://www.threads.com/@ltthao_2007/post/DZNiNY2kurb","Chỉ có 2-3 ngày và con gái lần đầu đi 1m thì nên ưu tiên nơi nào gọn gọn, dễ di chuyển, an ninh tốt, dễ tìm kiếm thông tin. Đáp án là Singapore bà nha. Nhưng nếu bà ko thích kiểu đô thị hiện đại thì có thể cân nhắc Penang - Malaysia nha"
"DZNiNY2kurb","Các nước Đông Nam Á.","https://www.threads.com/@ltthao_2007/post/DZNiNY2kurb","Đài Loan đi bạn, dễ thương dễ đi, tiện lợi đơn giản"
"DZNiNY2kurb","Các nước Đông Nam Á.","https://www.threads.com/@ltthao_2007/post/DZNiNY2kurb","Nếu nói độ an toàn thì tui thấy Sing là an toàn nhất. Ngày xưa 2013 người lớn thưởng cho tui đi Sing 1 tháng chơi. Mỗi tội lúc đó ko đủ tuổi casino còn ko đi univer thích"
"DZNiNY2kurb","Các nước Đông Nam Á.","https://www.threads.com/@ltthao_2007/post/DZNiNY2kurb","nếu là tôi thì tôi chọn Malay nha, năm ngoái đi Kuala Lumpur chơi mà năm nay hè chỉ mong sắp xếp đc thời gian đi tiếp thuii ý 🥹, chi phí ăn uống, nhà ở và đi lại đều rẻ ý, cũng nhiều chỗ chơi và nét văn hoá rất đặc sắc, à nếu bác sợ k ăn đc vị hồi thì chuyển sang ăn đồ thái nha ngon lắm. Bác có thể tham khảo lịch trình và các địa điểm chơi ở vlog tui nha 💛 youtu.be/9jJ2l… youtube.com 5 ngày khám phá Kuala Lumpur, Malaysia | Những địa điểm vui chơi, tham quan thú vị | Travel vlog"
"DZUdIPxknHs","gió mùa đông bắc đã đến chỗ bọn m chưa, t ở Vĩnh Phúc đang thấy trời tối và có gió mát rồi nha Translate 1/2 Top View activityView activity","https://www.threads.com/@cukhoaimat/post/DZUdIPxknHs","Profile"
"DZUdIPxknHs","gió mùa đông bắc đã đến chỗ bọn m chưa, t ở Vĩnh Phúc đang thấy trời tối và có gió mát rồi nha Translate 1/2 Top View activityView activity","https://www.threads.com/@cukhoaimat/post/DZUdIPxknHs","Tiện đây các bác cho mình ké link cái đèn ngủ mới mua về mà ưng quá. Decor siêu đẹp nha s.shopee.vn/70Hbl…"
"DZUdIPxknHs","gió mùa đông bắc đã đến chỗ bọn m chưa, t ở Vĩnh Phúc đang thấy trời tối và có gió mát rồi nha Translate 1/2 Top View activityView activity","https://www.threads.com/@cukhoaimat/post/DZUdIPxknHs","Hoàn Kiếm HN vẫn nóng quá bác ơi"
"DZUdIPxknHs","gió mùa đông bắc đã đến chỗ bọn m chưa, t ở Vĩnh Phúc đang thấy trời tối và có gió mát rồi nha Translate 1/2 Top View activityView activity","https://www.threads.com/@cukhoaimat/post/DZUdIPxknHs","· Vĩnh Phúc đang mát rồi thì chắc cỡ 1 tiếng nữa là đến Hnoi thôi bác ơi, chuẩn bị áo ấm mặc tan làm là vừa~~"
"DZUdIPxknHs","gió mùa đông bắc đã đến chỗ bọn m chưa, t ở Vĩnh Phúc đang thấy trời tối và có gió mát rồi nha Translate 1/2 Top View activityView activity","https://www.threads.com/@cukhoaimat/post/DZUdIPxknHs","Tam đảo đang có tuyết rồi"
"DZUdIPxknHs","gió mùa đông bắc đã đến chỗ bọn m chưa, t ở Vĩnh Phúc đang thấy trời tối và có gió mát rồi nha Translate 1/2 Top View activityView activity","https://www.threads.com/@cukhoaimat/post/DZUdIPxknHs","· đừng có nghĩ người khác k ở Tam Đảo thì nói gì cũng đc nha kkk"
"DZUdIPxknHs","gió mùa đông bắc đã đến chỗ bọn m chưa, t ở Vĩnh Phúc đang thấy trời tối và có gió mát rồi nha Translate 1/2 Top View activityView activity","https://www.threads.com/@cukhoaimat/post/DZUdIPxknHs","Ở đâu vp đó mom"
"DZUdIPxknHs","gió mùa đông bắc đã đến chỗ bọn m chưa, t ở Vĩnh Phúc đang thấy trời tối và có gió mát rồi nha Translate 1/2 Top View activityView activity","https://www.threads.com/@cukhoaimat/post/DZUdIPxknHs","· Bình Xuyên bác ơi"
"DZUdIPxknHs","gió mùa đông bắc đã đến chỗ bọn m chưa, t ở Vĩnh Phúc đang thấy trời tối và có gió mát rồi nha Translate 1/2 Top View activityView activity","https://www.threads.com/@cukhoaimat/post/DZUdIPxknHs","Cùng bx luôn này mom. Hí hí"
"DZUdIPxknHs","gió mùa đông bắc đã đến chỗ bọn m chưa, t ở Vĩnh Phúc đang thấy trời tối và có gió mát rồi nha Translate 1/2 Top View activityView activity","https://www.threads.com/@cukhoaimat/post/DZUdIPxknHs","Đang trên tầm đảo mưa quá trời rồi"
"DZUvyStAdcB","Qua mình có ghé qua Thiền Viện Vạn Hạnh để lấy kinh và tiện chụp vài bức ảnh về chùa.","https://www.threads.com/@thanhphongg_23d1/post/DZUvyStAdcB","Profile"
"DZUvyStAdcB","Qua mình có ghé qua Thiền Viện Vạn Hạnh để lấy kinh và tiện chụp vài bức ảnh về chùa.","https://www.threads.com/@thanhphongg_23d1/post/DZUvyStAdcB","Vào đâu để tìm sách v bạn?"
"DZUvyStAdcB","Qua mình có ghé qua Thiền Viện Vạn Hạnh để lấy kinh và tiện chụp vài bức ảnh về chùa.","https://www.threads.com/@thanhphongg_23d1/post/DZUvyStAdcB","· Anh liên hệ cho sư cô ạ. Bộ này em mua 3920k"
"DZUvyStAdcB","Qua mình có ghé qua Thiền Viện Vạn Hạnh để lấy kinh và tiện chụp vài bức ảnh về chùa.","https://www.threads.com/@thanhphongg_23d1/post/DZUvyStAdcB","Giờ mới biết kinh tiểu bộ nhiều quyển như vậy"
"DZUvyStAdcB","Qua mình có ghé qua Thiền Viện Vạn Hạnh để lấy kinh và tiện chụp vài bức ảnh về chùa.","https://www.threads.com/@thanhphongg_23d1/post/DZUvyStAdcB","Thiền viện là nơi đào tạo tăng tài lâu đời mà."
"DZUvyStAdcB","Qua mình có ghé qua Thiền Viện Vạn Hạnh để lấy kinh và tiện chụp vài bức ảnh về chùa.","https://www.threads.com/@thanhphongg_23d1/post/DZUvyStAdcB","· Qua đó to thật đấy"
"DZUvyStAdcB","Qua mình có ghé qua Thiền Viện Vạn Hạnh để lấy kinh và tiện chụp vài bức ảnh về chùa.","https://www.threads.com/@thanhphongg_23d1/post/DZUvyStAdcB","Làm sao để biết các đầu sách mà thiền viện có vậy ạ"
"DZUvyStAdcB","Qua mình có ghé qua Thiền Viện Vạn Hạnh để lấy kinh và tiện chụp vài bức ảnh về chùa.","https://www.threads.com/@thanhphongg_23d1/post/DZUvyStAdcB","· Sư cô liên hệ cho chùa qua số nầy ạ"
"DZUvyStAdcB","Qua mình có ghé qua Thiền Viện Vạn Hạnh để lấy kinh và tiện chụp vài bức ảnh về chùa.","https://www.threads.com/@thanhphongg_23d1/post/DZUvyStAdcB","Dạ mình cảm ơn ạ"
"DZUvyStAdcB","Qua mình có ghé qua Thiền Viện Vạn Hạnh để lấy kinh và tiện chụp vài bức ảnh về chùa.","https://www.threads.com/@thanhphongg_23d1/post/DZUvyStAdcB","· Vâng cô"
"DZXF-Y2Dr-F","Lý do t không thể làm giáo viên mầm non :)))) Translate 1.9K Top View activityView activity","https://www.threads.com/@jenny._.tnht/post/DZXF-Y2Dr-F","Profile"
"DZXF-Y2Dr-F","Lý do t không thể làm giáo viên mầm non :)))) Translate 1.9K Top View activityView activity","https://www.threads.com/@jenny._.tnht/post/DZXF-Y2Dr-F","quả đầu là điện hạ à=)))))"
"DZXF-Y2Dr-F","Lý do t không thể làm giáo viên mầm non :)))) Translate 1.9K Top View activityView activity","https://www.threads.com/@jenny._.tnht/post/DZXF-Y2Dr-F","· Dù có là điện hạ thì vẫn mắc tè như thường dân :))"
"DZXF-Y2Dr-F","Lý do t không thể làm giáo viên mầm non :)))) Translate 1.9K Top View activityView activity","https://www.threads.com/@jenny._.tnht/post/DZXF-Y2Dr-F","Khổ nhất ông thầy"
